gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,total_services,tenure_x_MonthlyCharges,tenure_bin,MonthlyCharges_bin,Churn
0,-0.43991649313097614,0,0,-1.1960038562387048,1,1,0,0,0,0,0,0,1,0.3436033691154218,0.0,1,0,0,0,1,0,0,1,225.29999999999998,0,2,1
0,2.273158691738958,0,0,-0.4223169455581282,1,0,0,0,0,0,0,0,1,-1.4860351280674797,0.0,0,1,1,0,0,0,1,0,441.1,1,0,0
0,-0.43991649313097614,1,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,-1.4660935640654862,0.0,0,1,0,0,0,0,1,0,20.65,0,0,0
1,-0.43991649313097614,1,0,1.6137012404433893,1,1,0,1,1,1,1,1,1,0.677624566148813,0.0,0,0,0,1,0,0,0,6,6130.8,3,2,0
1,-0.43991649313097614,1,1,-1.1960038562387048,1,0,0,0,1,0,0,0,1,-0.4856333339674735,0.0,0,0,0,0,0,1,0,1,150.45,0,1,1
1,2.273158691738958,1,1,0.5956921474426305,1,0,0,1,0,0,1,0,1,0.6709773781481484,0.0,1,0,1,0,0,0,0,2,3992.65,2,2,0
1,-0.43991649313097614,1,1,1.6137012404433893,1,1,1,0,1,1,0,0,1,0.05777428508684881,0.0,0,0,0,1,1,0,0,4,4788.0,3,1,0
1,-0.43991649313097614,1,1,1.369379058123207,1,1,0,0,1,0,1,0,1,-0.04858072292378317,0.0,0,0,0,1,0,0,0,3,4177.8,3,1,0
1,-0.43991649313097614,0,0,0.10704778280226633,1,1,0,0,0,0,1,0,0,0.611152686142168,0.0,1,0,0,0,0,1,0,2,2910.25,2,2,0
1,-0.43991649313097614,0,0,-0.13727439951791576,1,1,0,0,0,0,0,1,1,0.6693155811479823,0.0,1,0,0,0,0,1,0,2,2462.1000000000004,2,2,0
0,-0.43991649313097614,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,1,-1.4694171580658184,0.0,0,1,0,0,0,0,1,0,41.1,0,0,0
1,-0.43991649313097614,0,0,-1.1552834925186746,1,0,0,1,0,0,0,0,0,-0.5155456799704636,0.0,0,0,0,0,0,0,1,1,197.0,0,1,0
0,-0.43991649313097614,0,0,-0.30015585439803716,1,0,1,1,0,0,0,0,1,0.5014740841312035,0.0,1,0,0,0,0,0,0,2,1996.2499999999998,1,2,1
0,-0.43991649313097614,0,0,1.3286586944031769,1,0,1,1,0,1,0,0,1,-0.17155370093607614,0.0,0,0,0,1,0,0,1,3,3874.0,3,1,0
1,2.273158691738958,0,0,-0.21871512695797646,1,1,0,1,0,1,1,1,1,1.325725396213601,0.0,1,0,1,0,0,0,0,5,2825.55,1,3,0
1,-0.43991649313097614,1,0,-0.13727439951791576,1,0,0,0,1,0,0,0,1,0.3502505571160864,0.0,1,0,0,0,1,0,0,1,2183.7,2,2,0
1,-0.43991649313097614,1,1,-0.13727439951791576,1,1,0,1,1,0,1,1,0,0.5097830691320341,0.0,0,0,0,0,1,0,0,5,2322.8999999999996,2,2,0
1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.502653098069141,0.0,0,1,0,0,0,0,1,0,19.55,0,0,1
0,-0.43991649313097614,1,0,-0.5037576729981889,1,0,0,0,1,1,0,0,1,0.5396954151350245,0.0,1,0,0,0,0,0,1,2,1620.0,1,2,0
0,-0.43991649313097614,0,0,1.0436161483629645,1,1,0,0,0,0,0,0,1,-1.33148800705203,0.0,0,1,0,1,1,0,0,1,1432.6,3,0,0
0,-0.43991649313097614,0,1,-0.748079855318371,1,1,1,0,0,1,0,0,1,0.7058751151516368,0.0,1,0,0,0,0,0,1,3,1204.0,1,2,0
1,-0.43991649313097614,1,0,1.6137012404433893,1,1,0,0,0,0,0,0,0,-1.3082228490497045,0.0,0,1,0,1,0,0,1,1,1828.8,3,0,0
1,-0.43991649313097614,0,0,0.5549717837226001,1,1,1,0,0,0,1,0,1,0.8105683261621028,0.0,1,0,0,0,1,0,0,3,4100.900000000001,2,2,0
0,-0.43991649313097614,1,0,1.5729808767233588,0,0,0,1,1,1,1,1,0,-0.21642221994056152,0.0,0,0,0,1,0,0,0,5,4135.75,3,1,0
1,-0.43991649313097614,0,0,-0.015113308357824713,1,1,0,0,0,0,0,1,1,0.6942425361504742,0.0,1,0,0,0,0,0,0,2,2740.8,2,2,0
0,-0.43991649313097614,0,0,-0.2594354906780068,0,0,0,0,1,0,1,1,1,-0.47898614596680894,0.0,0,0,0,0,1,0,0,3,1309.1000000000001,1,1,0
1,2.273158691738958,1,0,1.4508197855632678,1,1,0,0,1,0,0,0,1,0.5180920541328647,0.0,1,0,0,0,1,0,0,2,5463.799999999999,3,2,0
1,-0.43991649313097614,1,1,-1.2367242199587352,1,0,0,0,0,0,0,0,0,-1.481049737066981,0.0,0,1,1,0,0,0,1,0,40.4,0,0,0
1,-0.43991649313097614,1,1,1.1657772395230555,1,0,0,0,0,0,0,0,0,-1.4694171580658184,0.0,0,1,0,1,1,0,0,0,1253.55,3,0,0
0,-0.43991649313097614,1,1,-1.1552834925186746,1,1,0,0,0,0,0,1,1,0.7042133181514708,0.0,1,0,0,0,0,1,0,2,343.8,0,2,1
1,-0.43991649313097614,0,0,-1.1960038562387048,1,0,0,0,0,0,0,0,1,-0.6451658459834212,0.0,0,0,0,0,0,1,0,0,136.05,0,1,1
1,2.273158691738958,1,0,0.025607055362205634,1,1,0,0,0,0,1,1,1,0.9883806051798778,0.0,1,0,0,0,0,1,0,3,3118.5,2,3,1
1,2.273158691738958,1,0,-0.9516816739185228,1,0,0,0,0,0,0,0,1,-1.4461520000634926,0.0,0,1,0,0,0,0,1,0,191.25,1,0,0
0,-0.43991649313097614,0,0,-0.4223169455581282,1,1,0,0,0,0,0,0,0,-1.2799723000468803,0.0,0,1,0,1,0,0,1,1,577.5,1,0,0
0,-0.43991649313097614,1,1,-1.1145631287986442,1,0,0,0,0,0,1,0,1,0.534710024134526,0.0,1,0,0,0,0,1,0,1,404.25,0,2,0
0,2.273158691738958,0,0,-0.0965540357978854,1,1,1,1,1,0,0,0,0,0.895319973170575,0.0,1,0,0,0,1,0,0,4,2751.0,2,3,1
1,-0.43991649313097614,0,0,1.3286586944031769,1,1,0,1,1,1,0,1,1,0.31369102311243185,0.0,0,0,0,1,1,0,0,5,4823.0,3,2,0
0,-0.43991649313097614,0,0,0.5142514200025698,1,1,0,0,1,1,0,0,1,0.7474200401557899,0.0,1,0,0,0,0,1,0,3,3926.25,2,2,1
1,-0.43991649313097614,0,0,-1.1145631287986442,1,0,0,0,0,0,0,0,0,-1.4760643460664828,0.0,0,1,0,0,0,0,1,0,101.75,0,0,0
1,-0.43991649313097614,1,1,-0.30015585439803716,1,0,0,1,0,0,0,0,1,0.356897745116751,0.0,1,0,0,0,0,1,0,1,1887.5,1,2,0
0,-0.43991649313097614,1,1,1.6137012404433893,1,1,1,0,0,0,0,0,0,0.4748853321285456,0.0,1,0,0,1,0,0,0,2,5691.599999999999,3,2,0
0,-0.43991649313097614,1,0,-0.21871512695797646,1,1,0,0,1,0,0,1,0,0.8438042661654253,0.0,1,0,0,0,0,0,0,3,2434.05,1,3,0
1,-0.43991649313097614,1,1,-0.015113308357824713,0,0,0,0,1,0,1,1,0,-0.47067716096597834,0.0,0,0,0,0,1,0,0,3,1619.2,2,1,0
0,-0.43991649313097614,0,0,-0.0965540357978854,1,1,0,1,1,1,1,1,0,1.5184938482328711,0.0,1,0,1,0,1,0,0,6,3313.5,2,3,0
1,-0.43991649313097614,1,0,1.5322605130033284,1,0,1,1,1,1,0,1,0,1.2044142152014738,0.0,1,0,0,1,1,0,0,5,7070.0,3,3,0
1,2.273158691738958,0,0,0.3920903288424788,1,1,0,1,0,0,0,0,1,0.48485611412954227,0.0,1,0,0,0,0,0,0,2,3332.7,2,2,0
0,2.273158691738958,1,0,1.6137012404433893,1,1,1,1,1,1,1,1,1,0.8338334841644282,0.0,0,0,0,1,0,0,0,7,6469.2,3,3,0
0,-0.43991649313097614,0,0,0.5956921474426305,1,1,1,0,1,1,0,0,1,0.00792037508186511,0.0,0,0,0,1,0,0,1,4,3055.0,2,1,0
0,-0.43991649313097614,0,0,-1.2367242199587352,1,0,1,0,1,0,0,0,1,0.5214156481331973,0.0,1,0,0,0,0,1,0,2,160.9,0,2,0
1,-0.43991649313097614,0,0,-0.9109613101984924,1,1,1,0,0,0,1,1,0,1.1229861621933337,0.0,1,0,0,0,0,1,0,4,985.5,1,3,1
0,-0.43991649313097614,1,1,1.1657772395230555,1,1,0,0,0,0,0,0,1,-1.3514295710540236,0.0,0,1,0,1,0,0,1,1,1470.1000000000001,3,0,0
0,-0.43991649313097614,0,0,-1.1145631287986442,1,0,0,0,0,0,0,0,1,-0.6883725679877406,0.0,0,0,0,0,1,0,0,0,220.25,0,1,0
0,2.273158691738958,1,0,1.6137012404433893,1,1,0,1,1,1,1,1,1,1.5301264272340338,0.0,1,0,0,1,1,0,0,6,7977.599999999999,3,3,0
1,2.273158691738958,1,1,1.6137012404433893,1,1,1,1,1,1,1,1,1,1.6680555782478224,0.0,1,0,0,1,0,0,0,7,8276.4,3,3,0
0,2.273158691738958,0,0,-1.1960038562387048,1,0,0,0,1,0,0,0,0,0.3419415721152558,0.0,1,0,0,0,0,0,1,1,225.14999999999998,0,2,0
1,-0.43991649313097614,1,0,0.6364125111626608,1,0,0,0,0,0,0,0,0,-1.5126238800701375,0.0,0,1,0,1,0,0,1,0,924.0,2,0,0
0,-0.43991649313097614,0,0,1.247217966963116,1,0,0,0,1,1,1,0,1,0.8404806721650927,0.0,1,0,1,0,1,0,0,3,5673.15,3,3,0
0,-0.43991649313097614,0,0,-0.21871512695797646,1,0,1,1,0,0,0,0,1,-0.2679379269457112,0.0,0,0,0,0,0,0,1,2,1530.9,1,1,0
1,-0.43991649313097614,1,1,1.5322605130033284,1,0,1,1,1,0,1,1,1,0.5114448661322006,0.0,0,0,0,1,1,0,0,5,5610.5,3,2,0
1,-0.43991649313097614,1,1,-1.0331224013585834,1,0,1,0,1,1,0,1,1,0.21896859410296257,0.0,0,0,0,0,1,0,0,4,499.44999999999993,0,2,0
1,-0.43991649313097614,0,1,-1.318164947398796,1,0,0,0,0,0,0,0,0,-1.479387940066815,0.0,0,1,0,1,0,0,1,0,0.0,0,0,0
0,-0.43991649313097614,1,0,-1.2367242199587352,1,0,1,1,0,0,1,0,0,0.8504514541660894,0.0,1,0,0,0,0,1,0,3,180.7,0,3,0
1,2.273158691738958,0,0,-0.5037576729981889,1,1,0,0,1,0,1,1,1,1.1229861621933337,0.0,1,0,0,0,0,1,0,4,1971.0,1,3,1
1,-0.43991649313097614,0,0,1.369379058123207,1,0,0,0,0,0,0,0,0,-1.4976677070686424,0.0,0,1,0,1,0,0,0,0,1300.2,3,0,0
0,-0.43991649313097614,0,0,-1.1960038562387048,1,0,0,0,0,0,0,0,0,-1.4926823160681442,0.0,0,1,0,0,0,0,1,0,59.550000000000004,0,0,0
0,-0.43991649313097614,0,1,-0.7073594915983407,1,0,0,1,0,0,0,1,1,0.7025515211513048,0.0,1,0,0,0,0,0,0,2,1288.5,1,2,1
0,-0.43991649313097614,1,1,1.6137012404433893,1,1,1,1,0,1,0,0,1,0.8504514541660894,0.0,1,0,0,1,0,0,0,4,6505.2,3,3,0
1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.461108173064988,0.0,0,1,0,0,0,0,1,0,20.8,0,0,0
0,-0.43991649313097614,0,0,-0.4223169455581282,1,0,0,0,0,0,1,1,0,0.8138919201624348,0.0,1,0,0,0,0,1,0,2,1963.5,1,2,1
1,-0.43991649313097614,1,0,-1.1960038562387048,1,0,0,0,0,0,0,0,1,0.18407085709947407,0.0,1,0,0,0,0,1,0,0,210.89999999999998,0,1,1
0,-0.43991649313097614,1,1,1.6137012404433893,1,1,1,0,1,1,0,0,0,0.06940686408801149,0.0,0,0,0,1,0,0,0,4,4813.2,3,1,0
1,-0.43991649313097614,1,1,1.3286586944031769,1,0,0,0,0,0,0,0,0,-1.491020519067978,0.0,0,1,0,1,0,0,1,0,1293.5,3,0,0
0,-0.43991649313097614,0,0,-0.8702409464784621,0,0,0,0,0,0,1,0,1,-0.9625690730151509,0.0,0,0,0,0,0,0,1,1,393.79999999999995,1,1,0
1,-0.43991649313097614,0,0,-0.4223169455581282,1,1,0,1,0,0,0,0,1,0.46823814412788106,0.0,1,0,0,0,0,0,1,2,1734.6999999999998,1,2,0
1,-0.43991649313097614,0,0,-0.748079855318371,1,0,0,0,0,0,0,0,0,-1.4744025490663168,0.0,0,1,1,0,0,0,0,0,285.59999999999997,1,0,0
1,-0.43991649313097614,0,0,0.35136996512244845,1,0,0,0,0,1,0,0,1,0.3153528201125979,0.0,1,0,0,0,0,1,0,1,3044.25,2,2,0
1,-0.43991649313097614,1,0,-0.62591876415828,1,0,1,1,0,0,0,1,0,0.001273187081200524,0.0,0,0,1,0,0,0,1,3,1101.6,1,1,0
1,-0.43991649313097614,0,0,-0.8702409464784621,1,0,0,0,0,0,0,0,1,-1.4727407520661506,0.0,0,1,0,0,1,0,0,0,224.95,1,0,0
1,-0.43991649313097614,0,0,-0.7073594915983407,1,1,0,0,0,0,1,1,1,0.9501592741760567,0.0,1,0,0,0,0,1,0,3,1400.25,1,3,1
0,-0.43991649313097614,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.491020519067978,0.0,0,1,0,0,0,0,1,0,19.9,0,0,1
0,-0.43991649313097614,1,0,-1.1145631287986442,1,0,1,0,1,0,0,1,1,0.8022593411612722,0.0,1,0,0,0,0,0,1,3,444.5,0,2,1
1,-0.43991649313097614,1,0,0.025607055362205634,1,0,0,0,1,0,1,1,1,1.0315873271841969,0.0,1,0,1,0,0,1,0,3,3161.4,2,3,1
0,-0.43991649313097614,1,0,1.6137012404433893,1,1,1,1,1,0,1,1,1,1.5251410362335358,0.0,1,0,0,1,1,0,0,6,7966.8,3,3,0
0,-0.43991649313097614,1,1,-1.1960038562387048,0,0,0,1,0,0,0,1,0,-0.8130073430001998,0.0,0,0,0,0,0,0,1,2,120.89999999999999,0,1,0
1,-0.43991649313097614,0,0,-1.2367242199587352,1,1,0,1,0,0,0,0,1,0.572931355138347,0.0,1,0,0,0,0,1,0,2,164.0,0,2,1
0,-0.43991649313097614,1,0,1.0843365120829946,1,1,1,1,1,1,0,1,1,1.4038298552214086,0.0,1,0,1,0,1,0,0,6,6313.0,3,3,0
1,-0.43991649313097614,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,-0.6451658459834212,0.0,0,0,0,0,0,1,0,0,90.7,0,1,1
1,-0.43991649313097614,1,1,1.5729808767233588,1,0,0,1,0,1,1,1,1,0.2854404741096075,0.0,0,0,0,1,1,0,0,4,5207.849999999999,3,2,0
0,-0.43991649313097614,1,1,-1.1145631287986442,1,0,0,0,0,0,0,0,0,-0.6634456129852487,0.0,0,0,0,0,0,0,1,0,224.0,0,1,0
1,-0.43991649313097614,1,1,-0.21871512695797646,1,0,1,1,0,0,0,0,1,-0.3327480099521901,0.0,0,0,0,0,1,0,0,2,1478.25,1,1,0
0,-0.43991649313097614,0,0,-1.2774445836787656,1,0,0,0,0,1,0,0,1,-0.4174996569606623,0.0,0,0,0,0,0,1,0,1,52.2,0,1,1
1,-0.43991649313097614,0,1,1.247217966963116,0,0,1,1,0,1,0,0,1,-0.803036560999203,0.0,0,0,1,0,0,0,0,3,2557.8,3,1,0
0,2.273158691738958,0,0,0.5549717837226001,1,1,1,1,1,0,1,1,1,1.503537675231376,0.0,1,0,1,0,0,1,0,6,5060.0,2,3,1
1,-0.43991649313097614,1,1,1.6137012404433893,1,1,1,0,0,0,0,0,0,-0.31446824295036285,0.0,0,0,0,1,0,0,0,2,3981.6,3,1,0
0,-0.43991649313097614,1,0,0.06632741908223598,1,1,1,0,0,1,0,0,1,-0.13000877593192306,0.0,0,0,0,0,0,0,0,3,2068.9,2,1,0
0,-0.43991649313097614,1,1,-0.3408762181180675,1,1,1,1,0,0,1,1,0,0.4532819711263863,0.0,0,0,1,0,0,1,0,5,1881.6000000000001,1,2,0
1,-0.43991649313097614,0,0,1.6137012404433893,1,1,1,1,1,1,0,0,0,0.16246749609731476,0.0,0,0,0,1,0,0,0,5,5014.8,3,1,0
0,-0.43991649313097614,1,1,1.125056875803025,0,0,1,0,1,1,1,1,0,-0.16324471593524553,0.0,0,0,0,1,1,0,0,5,3591.0,3,1,0
1,-0.43991649313097614,0,0,1.4508197855632678,1,1,1,1,1,0,0,1,1,0.4034280611214026,0.0,0,0,1,0,1,0,0,5,5229.200000000001,3,2,0
0,-0.43991649313097614,1,1,-0.9924020376385531,1,0,0,0,0,0,0,0,1,-1.4926823160681442,0.0,0,1,0,1,0,0,1,0,158.8,0,0,0
0,-0.43991649313097614,0,1,0.06632741908223598,1,0,1,0,1,1,1,0,0,0.09599561609066982,0.0,0,0,0,1,1,0,0,4,2300.1000000000004,2,1,0
0,-0.43991649313097614,0,0,-1.0738427650786138,0,0,0,0,0,0,1,1,0,-0.6567984249845842,0.0,0,0,0,0,1,0,0,2,270.0,0,1,0
1,-0.43991649313097614,1,0,-1.2367242199587352,1,0,0,1,0,1,0,1,1,-0.018668376920792765,0.0,0,0,0,0,0,0,1,3,128.4,0,1,0
1,-0.43991649313097614,0,0,-0.055833672077855064,1,1,0,0,0,1,0,0,0,0.5629605731373504,0.0,1,0,1,0,1,0,0,2,2532.7000000000003,2,2,0
0,-0.43991649313097614,1,1,-0.5037576729981889,1,1,0,0,0,0,0,0,1,-1.303237458049206,0.0,0,1,0,0,0,0,0,1,511.0,1,0,0
0,-0.43991649313097614,1,1,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.4876969250676457,0.0,0,1,0,0,0,1,0,0,20.0,0,0,0
1,-0.43991649313097614,0,0,1.2064976032430856,1,1,0,0,1,0,1,1,1,1.0631614701873533,0.0,1,0,1,0,0,1,0,4,5998.5,3,3,1
0,2.273158691738958,1,0,1.5322605130033284,1,1,0,0,0,0,0,0,1,0.36188313611724954,0.0,1,0,0,1,1,0,0,1,5295.5,3,2,0
0,-0.43991649313097614,0,0,-0.9109613101984924,1,1,0,0,0,1,1,1,1,1.1213243651931677,0.0,1,0,0,0,0,1,0,4,985.0,1,3,1
1,-0.43991649313097614,1,1,0.26992923768238775,1,1,0,0,0,0,0,0,1,-1.3614003530550205,0.0,0,1,0,1,0,0,1,1,928.2,2,0,0
0,-0.43991649313097614,1,0,0.5549717837226001,1,0,0,1,0,1,1,0,1,-0.018668376920792765,0.0,0,0,0,1,1,0,0,3,2953.2000000000003,2,1,0
1,-0.43991649313097614,0,0,-1.0738427650786138,1,0,0,1,0,0,1,0,1,0.684271754149477,0.0,1,0,0,0,0,1,0,2,512.0999999999999,0,2,1
0,-0.43991649313097614,1,1,1.6137012404433893,1,1,0,0,1,0,1,1,1,0.40010446712107006,0.0,0,0,0,1,0,0,0,4,5529.599999999999,3,2,0
1,-0.43991649313097614,0,0,-0.5851984004382496,1,0,0,0,1,1,0,0,0,-0.31779183695069496,0.0,0,0,0,0,1,0,0,2,993.6,1,1,0
1,-0.43991649313097614,1,0,1.5729808767233588,1,1,1,0,1,1,1,1,1,1.4553455622265583,0.0,1,0,0,1,1,0,0,6,7707.05,3,3,0
1,-0.43991649313097614,1,0,0.3106496014024181,1,1,0,1,0,0,1,1,1,1.2143849972024705,0.0,1,0,0,0,0,1,0,4,4052.0,2,3,1
1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,0.15914390209698223,0.0,1,0,0,0,0,1,0,0,69.55,0,1,1
1,-0.43991649313097614,0,0,1.0436161483629645,1,1,0,1,1,0,1,1,1,1.2791950802089493,0.0,1,0,1,0,0,0,0,5,5988.5,3,3,1
1,-0.43991649313097614,0,0,1.5322605130033284,1,1,1,0,0,1,1,1,1,1.304122035211441,0.0,1,0,0,1,1,0,0,5,7280.0,3,3,1
0,-0.43991649313097614,1,0,0.3920903288424788,1,1,0,0,0,0,0,0,0,-1.3132082400502028,0.0,0,1,0,1,0,1,0,1,1060.5,2,0,0
1,-0.43991649313097614,1,1,0.06632741908223598,0,0,1,0,0,0,0,0,0,-1.1420431490330922,0.0,0,0,1,0,0,0,0,1,1033.6,2,0,0
1,2.273158691738958,0,0,-1.1145631287986442,1,0,0,0,0,0,0,0,0,-1.4860351280674797,0.0,0,1,0,0,0,0,0,0,100.25,0,0,0
0,-0.43991649313097614,0,0,-0.30015585439803716,1,1,0,0,0,0,1,0,1,0.6593447991469852,0.0,1,0,0,0,0,0,1,2,2115.0,1,2,0
0,-0.43991649313097614,0,0,-1.2367242199587352,1,0,0,0,1,0,0,1,1,0.7125223031523015,0.0,1,0,0,0,0,0,1,2,172.4,0,2,1
0,-0.43991649313097614,1,1,0.9214550572028734,1,0,0,1,1,1,1,1,1,1.2941512532104444,0.0,1,0,1,0,0,0,0,5,5703.5,3,3,0
1,-0.43991649313097614,1,0,-0.46303730927815856,1,1,0,1,1,1,1,1,1,1.5434208032353631,0.0,1,0,0,0,0,1,0,6,2335.2000000000003,1,3,1
1,-0.43991649313097614,1,0,1.5322605130033284,1,1,1,1,0,1,0,0,1,0.7723469951582818,0.0,1,0,0,1,1,0,0,4,6160.0,3,2,0
0,-0.43991649313097614,1,0,1.1657772395230555,1,1,0,0,1,1,1,1,1,1.3822264942192488,0.0,1,0,0,0,0,1,0,5,6487.349999999999,3,3,0
1,-0.43991649313097614,1,1,0.43281069256250915,1,0,1,0,1,1,1,1,1,0.47820892612887816,0.0,0,0,0,1,1,0,0,5,3403.4500000000003,2,2,0
1,-0.43991649313097614,0,0,0.5956921474426305,1,1,0,1,1,0,1,1,1,1.2742096892084507,0.0,1,0,1,0,0,1,0,5,4845.7,2,3,0
1,-0.43991649313097614,0,0,-1.1145631287986442,1,0,0,0,1,1,1,0,1,-0.02697736192162338,0.0,0,0,0,0,1,0,0,3,319.75,0,1,0
0,-0.43991649313097614,0,0,1.2064976032430856,1,1,0,0,0,0,0,0,1,-1.2949284730483754,0.0,0,1,0,1,1,0,0,1,1599.6000000000001,3,0,0
0,-0.43991649313097614,1,1,-0.6666391278783103,1,0,0,1,1,0,1,0,1,0.8205391081630994,0.0,1,0,0,0,1,0,0,3,1431.2,1,2,1
1,2.273158691738958,1,0,-1.0331224013585834,1,1,0,0,0,0,1,1,1,1.0249401391835322,0.0,1,0,0,0,0,0,0,3,669.1999999999999,0,3,1
0,-0.43991649313097614,1,1,-0.748079855318371,1,1,0,0,0,0,0,0,0,-1.303237458049206,0.0,0,1,0,0,0,0,1,1,357.7,1,0,0
1,-0.43991649313097614,1,1,1.125056875803025,1,0,0,1,1,0,1,0,0,0.8703930181680831,0.0,1,0,1,0,0,1,0,3,5457.0,3,3,1
1,-0.43991649313097614,1,1,0.06632741908223598,0,0,0,0,1,1,1,0,1,-0.6617838159850825,0.0,0,0,0,0,0,1,0,3,1524.9,2,1,0
0,-0.43991649313097614,1,0,0.7178532386027215,1,1,1,1,0,1,1,1,0,1.4553455622265583,0.0,1,0,1,0,0,1,0,6,5427.5,2,3,1
1,-0.43991649313097614,1,1,0.22920887396235737,1,1,0,0,0,0,0,0,0,-1.3198554280508674,0.0,0,1,0,1,1,0,0,1,951.9,2,0,0
0,-0.43991649313097614,1,1,1.5322605130033284,1,0,1,1,1,1,0,1,0,0.31036742911209936,0.0,0,0,1,0,1,0,0,5,5187.0,3,2,0
0,-0.43991649313097614,1,1,0.18848851024232702,1,1,0,1,0,0,1,0,1,0.7989357471609396,0.0,1,0,0,0,0,1,0,3,3285.6,2,2,0
0,2.273158691738958,0,0,-1.1552834925186746,1,0,0,0,0,0,1,0,1,0.46823814412788106,0.0,1,0,0,0,0,1,0,1,315.4,0,2,1
1,2.273158691738958,1,1,1.125056875803025,1,1,1,1,0,0,0,1,1,0.9468356801757247,0.0,1,0,0,0,0,1,0,4,5595.0,3,3,0
1,-0.43991649313097614,1,1,1.2064976032430856,1,0,1,0,1,1,0,1,0,0.22063039110312907,0.0,0,0,1,0,1,0,0,4,4426.8,3,2,0
1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-0.6767399889865777,0.0,0,0,0,0,0,0,1,0,44.4,0,1,1
1,-0.43991649313097614,0,0,0.14776814652229667,1,0,1,0,1,1,1,1,1,0.47987072312904416,0.0,0,0,0,0,1,0,0,5,2851.2000000000003,2,2,0
1,-0.43991649313097614,0,0,0.47353105628253944,1,0,0,0,0,0,0,0,0,-1.4744025490663168,0.0,0,1,0,1,1,0,0,0,897.5999999999999,2,0,0
0,2.273158691738958,0,0,0.9214550572028734,1,1,0,0,1,0,1,1,1,1.1711782751981514,0.0,1,0,1,0,0,1,0,4,5500.0,3,3,1
0,-0.43991649313097614,1,0,1.6137012404433893,1,1,1,0,1,0,1,1,1,1.3373579752147637,0.0,1,0,0,1,1,0,0,5,7560.0,3,3,0
0,-0.43991649313097614,1,1,-0.8295205827584317,1,0,0,0,0,0,0,0,0,-1.4943441130683104,0.0,0,1,1,0,0,0,0,0,237.60000000000002,1,0,1
0,-0.43991649313097614,0,0,-0.7888002190384014,0,0,1,0,0,0,0,0,1,-1.127086976031597,0.0,0,0,0,0,0,0,0,1,401.05,1,0,0
1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,0,0,0,0,1,1,1,0.8354952811645946,0.0,1,0,0,0,0,1,0,2,89.9,0,3,1
0,-0.43991649313097614,1,1,-0.7073594915983407,1,0,0,0,0,0,0,0,0,-1.4694171580658184,0.0,0,1,1,0,0,0,1,0,308.25,1,0,0
0,-0.43991649313097614,0,0,1.3286586944031769,1,0,1,1,1,1,1,1,1,0.6676537841478158,0.0,0,0,0,1,0,0,0,6,5515.25,3,2,0
0,-0.43991649313097614,1,1,-0.8295205827584317,0,0,1,0,0,1,0,0,0,-1.0506443140239554,0.0,0,0,1,0,1,0,0,2,397.79999999999995,1,0,0
1,-0.43991649313097614,1,0,1.6137012404433893,1,1,1,1,1,1,1,1,1,0.9052907551715716,0.0,0,0,0,1,1,0,0,7,6624.0,3,3,0
0,-0.43991649313097614,1,1,1.6137012404433893,1,1,1,1,1,1,1,1,0,0.8321716871642622,0.0,0,0,0,1,1,0,0,7,6465.599999999999,3,2,0
0,-0.43991649313097614,1,1,1.6137012404433893,1,1,1,1,1,1,1,1,1,1.6963061272506461,0.0,1,0,0,1,0,0,0,7,8337.6,3,3,0
1,-0.43991649313097614,0,1,0.7992939660427822,1,1,1,1,0,1,1,1,1,0.677624566148813,0.0,0,0,0,1,0,0,1,6,4427.8,2,2,0
1,-0.43991649313097614,0,0,-1.2367242199587352,1,1,0,0,0,0,0,0,0,-1.3265026160515319,0.0,0,1,0,0,0,0,1,1,49.7,0,0,0
0,-0.43991649313097614,0,0,-1.1145631287986442,1,0,1,0,0,1,1,0,1,-0.013682985920294679,0.0,0,0,0,0,0,1,0,3,321.75,0,1,0
0,-0.43991649313097614,0,0,1.4508197855632678,1,0,0,0,0,0,0,0,0,-1.4710789550659844,0.0,0,1,0,1,1,0,0,0,1394.0,3,0,0
0,-0.43991649313097614,0,1,1.2064976032430856,1,1,0,0,1,0,1,1,1,1.1761636661986499,0.0,1,0,1,0,0,1,0,4,6209.3,3,3,1
1,-0.43991649313097614,0,0,1.6137012404433893,1,1,1,1,0,1,1,1,0,0.7075369121518029,0.0,0,0,0,1,1,0,0,6,6195.599999999999,3,2,0
